Year,School,Conference,Sport,State,GSR,FGR
2006,University of Michigan,Big Ten Conference,Football,MI,66,57
2006,Middle Tennessee State University,Sun Belt Conference,Football,TN,73,54
2006,"University of Minnesota, Twin Cities",Big Ten Conference,Football,MN,65,50
2006,Mississippi State University,Southeastern Conference,Football,MS,59,46
2006,Mississippi Valley State University,Southwestern Athletic Conf.,Football,MS,31,33
2006,University of Mississippi,Southeastern Conference,Football,MS,55,42
2006,"University of Missouri, Columbia",Southeastern Conference,Football,MO,74,57
2006,Monmouth University,Northeast Conference,Football,NJ,81,61
2006,Montana State University-Bozeman,Big Sky Conference,Football,MT,63,40
2006,University of Montana,Big Sky Conference,Football,MT,71,72
2006,Morehead State University,Pioneer Football League,Football,KY,43,
2006,Morgan State University,Mid-Eastern Athletic Conf.,Football,MD,44,41
2006,Murray State University,Ohio Valley Conference,Football,KY,69,49
2006,"University of North Carolina, Chapel Hill",Atlantic Coast Conference,Football,NC,65,52
2006,"University of Nebraska, Lincoln",Big Ten Conference,Football,NE,76,60
2006,"University of Nevada, Las Vegas",Mountain West Conference,Football,NV,64,69
2006,"University of Nevada, Reno",Mountain West Conference,Football,NV,71,62
2006,University of New Hampshire,Colonial Athletic Association,Football,NH,80,71
2006,New Mexico State University,Western Athletic Conference,Football,NM,63,44
2006,University of New Mexico,Mountain West Conference,Football,NM,58,42
2006,Nicholls State University,Southland Conference,Football,LA,68,35
2006,Norfolk State University,Mid-Eastern Athletic Conf.,Football,VA,58,50
2006,North Carolina A&T State University,Mid-Eastern Athletic Conf.,Football,NC,37,42
2006,North Carolina Central University,Mid-Eastern Athletic Conf.,Football,NC,54,41
2006,North Carolina State University,Atlantic Coast Conference,Football,NC,64,57
2006,North Dakota State University,Missouri Valley Football Conference,Football,ND,73,66
2006,University of North Dakota,Big Sky Conference,Football,ND,71,65
2006,University of North Texas,Sun Belt Conference,Football,TX,65,62
2006,University of Louisiana Monroe,Sun Belt Conference,Football,LA,59,51
2006,Northern Arizona University,Big Sky Conference,Football,AZ,75,42
2006,University of Northern Colorado,Big Sky Conference,Football,CO,70,49
2006,Northern Illinois University,Mid-American Conference,Football,IL,85,67
2006,University of Northern Iowa,Missouri Valley Football Conference,Football,IA,76,67
2006,Northwestern State University,Southland Conference,Football,LA,57,46
2006,Northwestern University,Big Ten Conference,Football,IL,97,92
2006,University of Notre Dame,Independent,Football,IN,93,74
2006,The Ohio State University,Big Ten Conference,Football,OH,75,58
2006,Ohio University,Mid-American Conference,Football,OH,75,65
2006,Oklahoma State University,Big 12 Conference,Football,OK,56,45
2006,University of Oklahoma,Big 12 Conference,Football,OK,51,43
2006,Old Dominion University,Colonial Athletic Association,Football,VA,50,
2006,Oregon State University,Pac-12 Conference,Football,OR,66,59
2006,University of Oregon,Pac-12 Conference,Football,OR,72,57
2006,Pennsylvania State University,Big Ten Conference,Football,PA,85,72
2006,University of Pennsylvania,The Ivy League,Football,PA,95,
2006,University of Pittsburgh,American Athletic Conference,Football,PA,68,55
2006,Portland State University,Big Sky Conference,Football,OR,59,43
2006,Prairie View A&M University,Southwestern Athletic Conf.,Football,TX,53,49
2006,Princeton University,The Ivy League,Football,NJ,90,
2006,Purdue University,Big Ten Conference,Football,IN,64,57
2006,University of Rhode Island,Colonial Athletic Association,Football,RI,55,52
2006,Rice University,Conference USA,Football,TX,96,89
2006,University of Richmond,Colonial Athletic Association,Football,VA,91,82
2006,Robert Morris University,Northeast Conference,Football,PA,53,41
2006,"Rutgers, The State University of New Jersey, New Brunswick",American Athletic Conference,Football,NJ,85,66
2006,Sacred Heart University,Northeast Conference,Football,CT,50,44
2006,Saint Francis University (Pennsylvania),Northeast Conference,Football,PA,65,55
2006,Sam Houston State University,Southland Conference,Football,TX,58,58
2006,Samford University,Southern Conference,Football,AL,91,65
2006,San Diego State University,Mountain West Conference,Football,CA,68,66
2006,University of San Diego,Pioneer Football League,Football,CA,83,
2006,San Jose State University,Western Athletic Conference,Football,CA,51,53
2006,Savannah State University,Mid-Eastern Athletic Conf.,Football,GA,31,22
2006,South Carolina State University,Mid-Eastern Athletic Conf.,Football,SC,50,41
2006,"University of South Carolina, Columbia",Southeastern Conference,Football,SC,65,51
2006,South Dakota State University,Missouri Valley Football Conference,Football,SD,80,68
2006,University of South Dakota,Missouri Valley Football Conference,Football,SD,60,55
2006,University of South Florida,American Athletic Conference,Football,FL,57,39
2006,Southeast Missouri State University,Ohio Valley Conference,Football,MO,63,48
2006,Southeastern Louisiana University,Southland Conference,Football,LA,58,42
2006,University of Southern California,Pac-12 Conference,Football,CA,53,44
2006,Southern Illinois University at Carbondale,Missouri Valley Football Conference,Football,IL,73,66
2006,Southern Methodist University,Conference USA,Football,TX,75,63
2006,The University of Southern Mississippi,Conference USA,Football,MS,71,59
2006,"Southern University, Baton Rouge",Southwestern Athletic Conf.,Football,LA,52,55
2006,Southern Utah University,Big Sky Conference,Football,UT,40,24
2006,Missouri State University,Missouri Valley Football Conference,Football,MO,63,67
2006,Texas State University,Western Athletic Conference,Football,TX,64,45
2006,University of Louisiana at Lafayette,Sun Belt Conference,Football,LA,65,62
2006,Stanford University,Pac-12 Conference,Football,CA,93,89
2006,Stephen F. Austin State University,Southland Conference,Football,TX,39,38
2006,Stony Brook University,Big South Conference,Football,NY,70,61
2006,Syracuse University,American Athletic Conference,Football,NY,77,64
2006,Temple University,American Athletic Conference,Football,PA,79,60
2006,Tennessee State University,Ohio Valley Conference,Football,TN,51,45
2006,Tennessee Technological University,Ohio Valley Conference,Football,TN,71,61
2006,University of Tennessee at Chattanooga,Southern Conference,Football,TN,46,35
2006,"University of Tennessee, Knoxville",Southeastern Conference,Football,TN,64,61
2006,University of Tennessee at Martin,Ohio Valley Conference,Football,TN,62,43
2006,"Texas A&M University, College Station",Southeastern Conference,Football,TX,74,64
2006,Texas Christian University,Big 12 Conference,Football,TX,85,80
2006,Texas Southern University,Southwestern Athletic Conf.,Football,TX,38,33
2006,Texas Tech University,Big 12 Conference,Football,TX,72,56
2006,University of Texas at Austin,Big 12 Conference,Football,TX,56,57
2006,University of Texas at El Paso,Conference USA,Football,TX,66,59
2006,University of Toledo,Mid-American Conference,Football,OH,67,60
2006,Towson University,Colonial Athletic Association,Football,MD,82,77
2006,Troy University,Sun Belt Conference,Football,AL,48,43
2006,Tulane University,Conference USA,Football,LA,82,63
2006,The University of Tulsa,Conference USA,Football,OK,75,59
2006,U.S. Air Force Academy,Mountain West Conference,Football,CO,93,
2006,U.S. Military Academy,Independent,Football,NY,89,
2006,U.S. Naval Academy,Independent,Football,MD,84,
2006,Utah State University,Western Athletic Conference,Football,UT,84,56
2006,University of Utah,Pac-12 Conference,Football,UT,73,57
2006,Valparaiso University,Pioneer Football League,Football,IN,90,
2006,Vanderbilt University,Southeastern Conference,Football,TN,82,68
2006,Villanova University,Colonial Athletic Association,Football,PA,84,79
2006,Virginia Military Institute,Big South Conference,Football,VA,58,47
2006,Virginia Polytechnic Institute and State University,Atlantic Coast Conference,Football,VA,78,62
2006,University of Virginia,Atlantic Coast Conference,Football,VA,74,69
2006,Wagner College,Northeast Conference,Football,NY,82,68
2006,Wake Forest University,Atlantic Coast Conference,Football,NC,86,77
2006,Washington State University,Pac-12 Conference,Football,WA,57,51
2006,University of Washington,Pac-12 Conference,Football,WA,74,66
2006,Weber State University,Big Sky Conference,Football,UT,47,43
2006,West Virginia University,Big 12 Conference,Football,WV,80,61
2006,Western Carolina University,Southern Conference,Football,NC,62,46
2006,Western Illinois University,Missouri Valley Football Conference,Football,IL,67,59
2006,Western Kentucky University,Sun Belt Conference,Football,KY,72,59
2006,Western Michigan University,Mid-American Conference,Football,MI,68,58
2006,William & Mary,Colonial Athletic Association,Football,VA,84,82
2006,University of Wisconsin-Madison,Big Ten Conference,Football,WI,72,57
2006,University of Wyoming,Mountain West Conference,Football,WY,65,48
2006,Yale University,The Ivy League,Football,CT,97,
2006,Youngstown State University,Missouri Valley Football Conference,Football,OH,52,49
2006,University of Central Arkansas,Southland Conference,Football,AR,64,46
2006,Elon University,Southern Conference,Football,NC,80,69
2006,Gardner-Webb University,Big South Conference,Football,NC,79,65
2006,Presbyterian College,Big South Conference,Football,SC,83,65
2006,"University of Arkansas, Pine Bluff",Southwestern Athletic Conf.,Football,AR,47,37
2006,Wofford College,Southern Conference,Football,SC,88,78
2007,Abilene Christian University,Southland Conference,Football,TX,51,48
2007,University of Akron,Mid-American Conference,Football,OH,60,55
2007,Alabama A&M University,Southwestern Athletic Conf.,Football,AL,39,50
2007,Alabama State University,Southwestern Athletic Conf.,Football,AL,64,47
2007,University of Alabama,Southeastern Conference,Football,AL,80,60
2007,University of Alabama at Birmingham,Conference USA,Football,AL,61,49
2007,University at Albany,Colonial Athletic Association,Football,NY,71,59
2007,Alcorn State University,Southwestern Athletic Conf.,Football,MS,51,38
2007,Appalachian State University,Southern Conference,Football,NC,79,69
2007,Arizona State University,Pac-12 Conference,Football,AZ,69,56
2007,University of Arizona,Pac-12 Conference,Football,AZ,65,59
2007,Arkansas State University,Sun Belt Conference,Football,AR,63,55
2007,"University of Arkansas, Fayetteville",Southeastern Conference,Football,AR,59,44
2007,Auburn University,Southeastern Conference,Football,AL,68,58
2007,Austin Peay State University,Ohio Valley Conference,Football,TN,66,55
2007,Ball State University,Mid-American Conference,Football,IN,70,59
2007,Charleston Southern University,Big South Conference,Football,SC,59,49
2007,Baylor University,Big 12 Conference,Football,TX,72,54
2007,Bethune-Cookman University,Mid-Eastern Athletic Conf.,Football,FL,49,44
2007,Boise State University,Mountain West Conference,Football,ID,85,70
2007,Boston College,Atlantic Coast Conference,Football,MA,92,79
2007,Bowling Green State University,Mid-American Conference,Football,OH,71,53
2007,Brigham Young University,Independent,Football,UT,47,42
2007,Brown University,The Ivy League,Football,RI,98,
2007,Bryant University,Northeast Conference,Football,RI,84,67
2007,Bucknell University,Patriot League,Football,PA,92,88
2007,"University at Buffalo, the State University of New York",Mid-American Conference,Football,NY,59,65
2007,Butler University,Pioneer Football League,Football,IN,80,
2007,California Polytechnic State University,Big Sky Conference,Football,CA,78,78
2007,"California State University, Fresno",Mountain West Conference,Football,CA,66,67
2007,"California State University, Sacramento",Big Sky Conference,Football,CA,67,53
2007,"University of California, Berkeley",Pac-12 Conference,Football,CA,51,42
2007,"University of California, Davis",Big Sky Conference,Football,CA,82,69
2007,"University of California, Los Angeles",Pac-12 Conference,Football,CA,88,71
2007,Campbell University,Pioneer Football League,Football,NC,100,
2007,Central Connecticut State University,Northeast Conference,Football,CT,61,52
2007,University of Central Florida,American Athletic Conference,Football,FL,90,64
2007,Central Michigan University,Mid-American Conference,Football,MI,54,38
2007,University of Cincinnati,American Athletic Conference,Football,OH,68,59
2007,The Citadel,Southern Conference,Football,SC,87,69
2007,Clemson University,Atlantic Coast Conference,Football,SC,81,67
2007,Coastal Carolina University,Big South Conference,Football,SC,68,61
2007,Colgate University,Patriot League,Football,NY,92,80
2007,Colorado State University,Mountain West Conference,Football,CO,78,65
2007,"University of Colorado, Boulder",Pac-12 Conference,Football,CO,71,59
2007,Columbia University-Barnard College,The Ivy League,Football,NY,97,
2007,University of Connecticut,American Athletic Conference,Football,CT,71,58
2007,Cornell University,The Ivy League,Football,NY,92,
2007,Dartmouth College,The Ivy League,Football,NH,97,
2007,Davidson College,Pioneer Football League,Football,NC,99,
2007,University of Dayton,Pioneer Football League,Football,OH,94,
2007,Delaware State University,Mid-Eastern Athletic Conf.,Football,DE,57,51
2007,University of Delaware,Colonial Athletic Association,Football,DE,71,71
2007,Drake University,Pioneer Football League,Football,IA,80,
2007,Duke University,Atlantic Coast Conference,Football,NC,92,81
2007,Duquesne University,Northeast Conference,Football,PA,83,100
2007,East Carolina University,Conference USA,Football,NC,70,64
2007,Eastern Illinois University,Ohio Valley Conference,Football,IL,84,63
2007,Eastern Kentucky University,Ohio Valley Conference,Football,KY,65,60
2007,Eastern Michigan University,Mid-American Conference,Football,MI,59,47
2007,Eastern Washington University,Big Sky Conference,Football,WA,54,42
2007,Florida A&M University,Mid-Eastern Athletic Conf.,Football,FL,51,49
2007,Florida Atlantic University,Conference USA,Football,FL,61,58
2007,Florida International University,Conference USA,Football,FL,51,42
2007,Florida State University,Atlantic Coast Conference,Football,FL,65,53
2007,University of Florida,Southeastern Conference,Football,FL,81,55
2007,Fordham University,Patriot League,Football,NY,81,73
2007,Furman University,Southern Conference,Football,SC,86,80
2007,Georgetown University,Patriot League,Football,DC,87,81
2007,Georgia Southern University,Southern Conference,Football,GA,51,47
2007,Georgia Institute of Technology,Atlantic Coast Conference,Football,GA,66,60
2007,University of Georgia,Southeastern Conference,Football,GA,75,65
2007,Grambling State University,Southwestern Athletic Conf.,Football,LA,45,41
2007,Hampton University,Mid-Eastern Athletic Conf.,Football,VA,51,63
2007,Harvard University,The Ivy League,Football,MA,97,
2007,"University of Hawaii, Manoa",Mountain West Conference,Football,HI,66,58
2007,College of the Holy Cross,Patriot League,Football,MA,97,81
2007,University of Houston,American Athletic Conference,Football,TX,57,51
2007,Howard University,Mid-Eastern Athletic Conf.,Football,DC,56,61
2007,Idaho State University,Big Sky Conference,Football,ID,47,24
2007,University of Idaho,Independent,Football,ID,60,47
2007,Illinois State University,Missouri Valley Football Conference,Football,IL,83,67
2007,University of Illinois Urbana-Champaign,Big Ten Conference,Football,IL,72,54
2007,Indiana State University,Missouri Valley Football Conference,Football,IN,53,47
2007,"Indiana University, Bloomington",Big Ten Conference,Football,IN,72,62
2007,Iowa State University,Big 12 Conference,Football,IA,57,44
2007,University of Iowa,Big Ten Conference,Football,IA,78,64
2007,Jackson State University,Southwestern Athletic Conf.,Football,MS,44,39
2007,Jacksonville State University,Ohio Valley Conference,Football,AL,56,44
2007,Jacksonville University,Pioneer Football League,Football,FL,63,
2007,James Madison University,Colonial Athletic Association,Football,VA,67,64
2007,Kansas State University,Big 12 Conference,Football,KS,66,54
2007,University of Kansas,Big 12 Conference,Football,KS,76,63
2007,Kent State University,Mid-American Conference,Football,OH,58,54
2007,University of Kentucky,Southeastern Conference,Football,KY,64,56
2007,Lafayette College,Patriot League,Football,PA,95,87
2007,Lamar University,Southland Conference,Football,TX,89,
2007,Lehigh University,Patriot League,Football,PA,88,81
2007,Liberty University,Big South Conference,Football,VA,74,61
2007,Louisiana State University,Southeastern Conference,Football,LA,71,45
2007,Louisiana Tech University,Conference USA,Football,LA,77,62
2007,University of Louisville,American Athletic Conference,Football,KY,62,48
2007,"University of Maine, Orono",Colonial Athletic Association,Football,ME,87,70
2007,Marist College,Pioneer Football League,Football,NY,74,
2007,Marshall University,Conference USA,Football,WV,63,44
2007,"University of Maryland, College Park",Atlantic Coast Conference,Football,MD,74,64
2007,"University of Massachusetts, Amherst",Mid-American Conference,Football,MA,66,58
2007,McNeese State University,Southland Conference,Football,LA,66,65
2007,University of Memphis,American Athletic Conference,Football,TN,76,68
2007,Miami University (Ohio),Mid-American Conference,Football,OH,77,72
2007,University of Miami (Florida),Atlantic Coast Conference,Football,FL,86,65
2007,Michigan State University,Big Ten Conference,Football,MI,69,55
2007,University of Michigan,Big Ten Conference,Football,MI,69,59
2007,Middle Tennessee State University,Conference USA,Football,TN,87,72
2007,"University of Minnesota, Twin Cities",Big Ten Conference,Football,MN,66,50
2007,Mississippi State University,Southeastern Conference,Football,MS,66,50
2007,Mississippi Valley State University,Southwestern Athletic Conf.,Football,MS,33,33
2007,University of Mississippi,Southeastern Conference,Football,MS,52,35
2007,"University of Missouri, Columbia",Southeastern Conference,Football,MO,72,54
2007,Monmouth University,Independent,Football,NJ,84,62
2007,Montana State University-Bozeman,Big Sky Conference,Football,MT,76,55
2007,University of Montana,Big Sky Conference,Football,MT,73,74
2007,Morehead State University,Pioneer Football League,Football,KY,52,
2007,Morgan State University,Mid-Eastern Athletic Conf.,Football,MD,51,49
2007,Murray State University,Ohio Valley Conference,Football,KY,68,48
2007,"University of North Carolina, Chapel Hill",Atlantic Coast Conference,Football,NC,69,56
2007,"University of Nebraska, Lincoln",Big Ten Conference,Football,NE,81,64
2007,"University of Nevada, Las Vegas",Mountain West Conference,Football,NV,54,50
2007,"University of Nevada, Reno",Mountain West Conference,Football,NV,73,67
2007,University of New Hampshire,Colonial Athletic Association,Football,NH,76,68
2007,New Mexico State University,Independent,Football,NM,59,40
2007,University of New Mexico,Mountain West Conference,Football,NM,64,53
2007,Nicholls State University,Southland Conference,Football,LA,73,45
2007,Norfolk State University,Mid-Eastern Athletic Conf.,Football,VA,50,48
2007,North Carolina A&T State University,Mid-Eastern Athletic Conf.,Football,NC,38,40
2007,North Carolina Central University,Mid-Eastern Athletic Conf.,Football,NC,50,43
2007,North Carolina State University,Atlantic Coast Conference,Football,NC,65,58
2007,North Dakota State University,Missouri Valley Football Conference,Football,ND,72,66
2007,University of North Dakota,Big Sky Conference,Football,ND,74,62
2007,University of North Texas,Conference USA,Football,TX,68,57
2007,University of Louisiana Monroe,Sun Belt Conference,Football,LA,59,54
2007,Northern Arizona University,Big Sky Conference,Football,AZ,75,43
2007,University of Northern Colorado,Big Sky Conference,Football,CO,66,43
2007,Northern Illinois University,Mid-American Conference,Football,IL,91,82
2007,University of Northern Iowa,Missouri Valley Football Conference,Football,IA,72,64
2007,Northwestern State University,Southland Conference,Football,LA,56,47
2007,Northwestern University,Big Ten Conference,Football,IL,97,93
2007,University of Notre Dame,Independent,Football,IN,94,75
2007,The Ohio State University,Big Ten Conference,Football,OH,78,64
2007,Ohio University,Mid-American Conference,Football,OH,75,63
2007,Oklahoma State University,Big 12 Conference,Football,OK,59,47
2007,University of Oklahoma,Big 12 Conference,Football,OK,59,46
2007,Old Dominion University,Conference USA,Football,VA,69,
2007,Oregon State University,Pac-12 Conference,Football,OR,70,59
2007,University of Oregon,Pac-12 Conference,Football,OR,70,54
2007,Pennsylvania State University,Big Ten Conference,Football,PA,87,75
2007,University of Pennsylvania,The Ivy League,Football,PA,95,
2007,University of Pittsburgh,Atlantic Coast Conference,Football,PA,67,54
2007,Portland State University,Big Sky Conference,Football,OR,57,42
2007,Prairie View A&M University,Southwestern Athletic Conf.,Football,TX,47,38
2007,Princeton University,The Ivy League,Football,NJ,92,
2007,Purdue University,Big Ten Conference,Football,IN,71,64
2007,University of Rhode Island,Colonial Athletic Association,Football,RI,54,46
2007,Rice University,Conference USA,Football,TX,95,87
2007,University of Richmond,Colonial Athletic Association,Football,VA,87,79
2007,Robert Morris University,Northeast Conference,Football,PA,64,55
2007,"Rutgers, The State University of New Jersey, New Brunswick",American Athletic Conference,Football,NJ,83,63
2007,Sacred Heart University,Northeast Conference,Football,CT,55,39
2007,Saint Francis University (Pennsylvania),Northeast Conference,Football,PA,67,59
2007,Sam Houston State University,Southland Conference,Football,TX,56,52
2007,Samford University,Southern Conference,Football,AL,98,63
2007,San Diego State University,Mountain West Conference,Football,CA,71,69
2007,University of San Diego,Pioneer Football League,Football,CA,88,
2007,San Jose State University,Mountain West Conference,Football,CA,56,58
2007,Savannah State University,Mid-Eastern Athletic Conf.,Football,GA,37,26
2007,South Carolina State University,Mid-Eastern Athletic Conf.,Football,SC,52,43
2007,"University of South Carolina, Columbia",Southeastern Conference,Football,SC,76,51
2007,South Dakota State University,Missouri Valley Football Conference,Football,SD,75,68
2007,University of South Dakota,Missouri Valley Football Conference,Football,SD,62,54
2007,University of South Florida,American Athletic Conference,Football,FL,69,45
2007,Southeast Missouri State University,Ohio Valley Conference,Football,MO,68,41
2007,Southeastern Louisiana University,Southland Conference,Football,LA,58,40
2007,University of Southern California,Pac-12 Conference,Football,CA,58,47
2007,Southern Illinois University at Carbondale,Missouri Valley Football Conference,Football,IL,73,69
2007,Southern Methodist University,American Athletic Conference,Football,TX,73,64
2007,The University of Southern Mississippi,Conference USA,Football,MS,67,53
2007,"Southern University, Baton Rouge",Southwestern Athletic Conf.,Football,LA,61,56
2007,Southern Utah University,Big Sky Conference,Football,UT,46,29
2007,Missouri State University,Missouri Valley Football Conference,Football,MO,67,63
2007,Texas State University,Sun Belt Conference,Football,TX,64,47
2007,University of Louisiana at Lafayette,Sun Belt Conference,Football,LA,69,65
2007,Stanford University,Pac-12 Conference,Football,CA,99,93
2007,Stephen F. Austin State University,Southland Conference,Football,TX,38,35
2007,Stony Brook University,Colonial Athletic Association,Football,NY,77,61
2007,Syracuse University,Atlantic Coast Conference,Football,NY,78,61
2007,Temple University,American Athletic Conference,Football,PA,80,61
2007,Tennessee State University,Ohio Valley Conference,Football,TN,43,40
2007,Tennessee Technological University,Ohio Valley Conference,Football,TN,69,58
2007,University of Tennessee at Chattanooga,Southern Conference,Football,TN,54,39
2007,"University of Tennessee, Knoxville",Southeastern Conference,Football,TN,62,54
2007,University of Tennessee at Martin,Ohio Valley Conference,Football,TN,60,40
2007,"Texas A&M University, College Station",Southeastern Conference,Football,TX,74,65
2007,Texas Christian University,Big 12 Conference,Football,TX,83,77
2007,Texas Southern University,Southwestern Athletic Conf.,Football,TX,44,44
2007,Texas Tech University,Big 12 Conference,Football,TX,71,57
2007,University of Texas at Austin,Big 12 Conference,Football,TX,61,56
2007,University of Texas at El Paso,Conference USA,Football,TX,65,63
2007,University of Texas at San Antonio,Conference USA,Football,TX,100,
2007,University of Toledo,Mid-American Conference,Football,OH,70,61
2007,Towson University,Colonial Athletic Association,Football,MD,71,66
2007,Troy University,Sun Belt Conference,Football,AL,55,46
2007,Tulane University,Conference USA,Football,LA,85,68
2007,The University of Tulsa,Conference USA,Football,OK,72,55
2007,U.S. Air Force Academy,Mountain West Conference,Football,CO,93,
2007,U.S. Military Academy,Independent,Football,NY,88,
2007,U.S. Naval Academy,Independent,Football,MD,80,
2007,Utah State University,Mountain West Conference,Football,UT,86,66
2007,University of Utah,Pac-12 Conference,Football,UT,66,54
2007,Valparaiso University,Pioneer Football League,Football,IN,88,
2007,Vanderbilt University,Southeastern Conference,Football,TN,79,71
2007,Villanova University,Colonial Athletic Association,Football,PA,90,86
2007,Virginia Military Institute,Big South Conference,Football,VA,71,57
2007,Virginia Polytechnic Institute and State University,Atlantic Coast Conference,Football,VA,74,59
2007,University of Virginia,Atlantic Coast Conference,Football,VA,75,72
2007,Wagner College,Northeast Conference,Football,NY,92,77
2007,Wake Forest University,Atlantic Coast Conference,Football,NC,90,83
2007,Washington State University,Pac-12 Conference,Football,WA,61,54
2007,University of Washington,Pac-12 Conference,Football,WA,70,61
2007,Weber State University,Big Sky Conference,Football,UT,50,41
2007,West Virginia University,Big 12 Conference,Football,WV,74,63
2007,Western Carolina University,Southern Conference,Football,NC,61,42
2007,Western Illinois University,Missouri Valley Football Conference,Football,IL,67,63
2007,Western Kentucky University,Sun Belt Conference,Football,KY,73,62
2007,Western Michigan University,Mid-American Conference,Football,MI,68,57
2007,William & Mary,Colonial Athletic Association,Football,VA,76,74
2007,University of Wisconsin-Madison,Big Ten Conference,Football,WI,69,56
2007,University of Wyoming,Mountain West Conference,Football,WY,69,57
2007,Yale University,The Ivy League,Football,CT,97,
2007,Youngstown State University,Missouri Valley Football Conference,Football,OH,56,49
2007,University of Central Arkansas,Southland Conference,Football,AR,62,43
2007,Elon University,Southern Conference,Football,NC,86,74
2007,Gardner-Webb University,Big South Conference,Football,NC,81,69
2007,Presbyterian College,Big South Conference,Football,SC,84,70
2007,"University of Arkansas, Pine Bluff",Southwestern Athletic Conf.,Football,AR,59,45
2007,University of the Incarnate Word,Southland Conference,Football,TX,88,
2007,Wofford College,Southern Conference,Football,SC,91,77
2008,Abilene Christian University,Southland Conference,Football,TX,51,46
2008,University of Akron,Mid-American Conference,Football,OH,60,53
2008,Alabama A&M University,Southwestern Athletic Conf.,Football,AL,59,55
2008,Alabama State University,Southwestern Athletic Conf.,Football,AL,53,42
2008,University of Alabama,Southeastern Conference,Football,AL,86,64
2008,University of Alabama at Birmingham,Conference USA,Football,AL,66,55
2008,University at Albany,Colonial Athletic Association,Football,NY,68,62
2008,Alcorn State University,Southwestern Athletic Conf.,Football,MS,56,38
2008,Appalachian State University,Sun Belt Conference,Football,NC,78,73
2008,Arizona State University,Pac-12 Conference,Football,AZ,73,63
2008,University of Arizona,Pac-12 Conference,Football,AZ,70,62
2008,Arkansas State University,Sun Belt Conference,Football,AR,67,57
2008,"University of Arkansas, Fayetteville",Southeastern Conference,Football,AR,58,45
2008,Auburn University,Southeastern Conference,Football,AL,68,58
2008,Austin Peay State University,Ohio Valley Conference,Football,TN,69,55
2008,Ball State University,Mid-American Conference,Football,IN,69,59
2008,Charleston Southern University,Big South Conference,Football,SC,53,39
2008,Baylor University,Big 12 Conference,Football,TX,74,59
2008,Bethune-Cookman University,Mid-Eastern Athletic Conf.,Football,FL,52,47
2008,Boise State University,Mountain West Conference,Football,ID,84,73
2008,Boston College,Atlantic Coast Conference,Football,MA,89,74
2008,Bowling Green State University,Mid-American Conference,Football,OH,70,50
2008,Brigham Young University,Independent,Football,UT,56,52
2008,Brown University,The Ivy League,Football,RI,97,
2008,Bryant University,Northeast Conference,Football,RI,88,73
2008,Bucknell University,Patriot League,Football,PA,89,85
2008,"University at Buffalo, the State University of New York",Mid-American Conference,Football,NY,59,58
2008,Butler University,Pioneer Football League,Football,IN,82,
2008,California Polytechnic State University,Big Sky Conference,Football,CA,76,78
2008,"California State University, Fresno",Mountain West Conference,Football,CA,63,65
2008,"California State University, Sacramento",Big Sky Conference,Football,CA,75,58
2008,"University of California, Berkeley",Pac-12 Conference,Football,CA,52,42
2008,"University of California, Davis",Big Sky Conference,Football,CA,83,75
2008,"University of California, Los Angeles",Pac-12 Conference,Football,CA,89,74
2008,Campbell University,Pioneer Football League,Football,NC,71,
2008,Central Connecticut State University,Northeast Conference,Football,CT,61,48
2008,University of Central Florida,American Athletic Conference,Football,FL,90,63
2008,Central Michigan University,Mid-American Conference,Football,MI,63,44
2008,University of Cincinnati,American Athletic Conference,Football,OH,67,58
2008,The Citadel,Southern Conference,Football,SC,84,63
2008,Clemson University,Atlantic Coast Conference,Football,SC,84,73
2008,Coastal Carolina University,Big South Conference,Football,SC,70,63
2008,Colgate University,Patriot League,Football,NY,88,82
2008,Colorado State University,Mountain West Conference,Football,CO,74,57
2008,"University of Colorado, Boulder",Pac-12 Conference,Football,CO,77,64
2008,Columbia University-Barnard College,The Ivy League,Football,NY,98,
2008,University of Connecticut,American Athletic Conference,Football,CT,72,59
2008,Cornell University,The Ivy League,Football,NY,93,
2008,Dartmouth College,The Ivy League,Football,NH,97,
2008,Davidson College,Pioneer Football League,Football,NC,96,
2008,University of Dayton,Pioneer Football League,Football,OH,93,100
2008,Delaware State University,Mid-Eastern Athletic Conf.,Football,DE,62,58
2008,University of Delaware,Colonial Athletic Association,Football,DE,77,75
2008,Drake University,Pioneer Football League,Football,IA,84,
2008,Duke University,Atlantic Coast Conference,Football,NC,94,86
2008,Duquesne University,Northeast Conference,Football,PA,84,75
2008,East Carolina University,American Athletic Conference,Football,NC,75,67
2008,Eastern Illinois University,Ohio Valley Conference,Football,IL,75,61
2008,Eastern Kentucky University,Ohio Valley Conference,Football,KY,66,55
2008,Eastern Michigan University,Mid-American Conference,Football,MI,65,47
2008,Eastern Washington University,Big Sky Conference,Football,WA,52,45
2008,Florida A&M University,Mid-Eastern Athletic Conf.,Football,FL,53,47
2008,Florida Atlantic University,Conference USA,Football,FL,70,64
2008,Florida International University,Conference USA,Football,FL,61,49
2008,Florida State University,Atlantic Coast Conference,Football,FL,73,60
2008,University of Florida,Southeastern Conference,Football,FL,78,55
2008,Fordham University,Patriot League,Football,NY,86,80
2008,Furman University,Southern Conference,Football,SC,82,73
2008,Georgetown University,Patriot League,Football,DC,85,80
2008,Georgia Southern University,Sun Belt Conference,Football,GA,55,45
2008,Georgia State University,Sun Belt Conference,Football,GA,0,
